title,bestRating,ratingValue,ratingCount,country,date,budget,actors,link,ratingValue_qcut
Каникулы строгого режима,10.0,7.072,221320.0,Россия,2009.0,"(5000000, '$')",,/film/417840/,"(6.736, 7.654]"
Зов предков,10.0,7.654,213562.0,Канада,2020.0,"(135000000, '$')","['Харрисон Форд', 'Омар Си', 'Кара Ги', 'Дэн Стивенс', 'Брэдли Уитфорд', 'Джин Луиза Келли', 'Майкл Хорс', 'Карен Гиллан', 'Колин Вуделл', 'Мика Фицджералд']",/film/1060511/,"(6.736, 7.654]"
Курьер,10.0,8.039,171321.0,СССР,1986.0,,,/film/45028/,"(8.03, 8.093]"
Спеши любить,10.0,7.886,190310.0,США,2002.0,"(11800000, '$')","['Шейн Уэст', 'Мэнди Мур', 'Питер Койот', 'Дэрил Ханна', 'Лорен Джерман', 'Клейн Кроуфорд', 'Аль Томпсон', 'Пас де ла Уэрта', 'Джонатан Паркс Джордан', 'Мэтт Лутс']",/film/875/,"(7.868, 7.986]"
Судья,10.0,7.863,239939.0,США,2014.0,"(50000000, '$')","['Роберт Дауни мл.', 'Роберт Дювалл', 'Вера Фармига', 'Билли Боб Торнтон', 'Винсент Д’Онофрио', 'Джереми Стронг', 'Дэкс Шепард', 'Лейтон Мистер', 'Кен Ховард', 'Эмма Тремблей']",/film/588672/,
Невидимая сторона,10.0,8.182,286910.0,США,2009.0,"(29000000, '$')","['Сандра Буллок', 'Куинтон Аарон', 'Тим Макгроу', 'Джей Хед', 'Лили Коллинз', 'Рэй Маккиннон', 'Ким Диккенс', 'Адриан Ленокс', 'Кэти Бейтс', 'Катрин Дайер']",/film/450213/,
Интервью с вампиром,10.0,7.954,216284.0,США,1994.0,"(60000000, '$')","['Том Круз', 'Брэд Питт', 'Стивен Ри', 'Антонио Бандерас', 'Кристиан Слэйтер', 'Кирстен Данст', 'Домициана Джордано', 'Тандиве Ньютон', 'Роджер Ллойд Пэк', 'Джордж Келли']",/film/8151/,
Социальная сеть,10.0,7.729,309499.0,США,2010.0,"(50000000, '$')","['Джесси Айзенберг', 'Эндрю Гарфилд', 'Джастин Тимберлейк', 'Арми Хаммер', 'Макс Мингелла', 'Рашида Джонс', 'Бренда Сонг', 'Руни Мара', 'Брайан Бартер', 'Джозеф Маццелло']",/film/427198/,
Гордость и предубеждение,10.0,8.027,283298.0,США,2005.0,"(28000000, '$')","['Кира Найтли', 'Мэттью Макфэдиен', 'Розамунд Пайк', 'Саймон Вудс', 'Дональд Сазерленд', 'Бренда Блетин', 'Джена Мэлоун', 'Кэри Маллиган', 'Талула Райли', 'Том Холландер']",/film/81733/,
Запах женщины,10.0,8.448,285681.0,США,1992.0,"(31000000, '$')","['Аль Пачино', 'Крис О’Доннелл', 'Джеймс Ребхорн', 'Габриель Анвар', 'Филип Сеймур Хоффман', 'Ричард Венчур', 'Брэдли Уитфорд', 'Рошель Оливер', 'Маргарет Эджинтон', 'Том Риис Фаррелл']",/film/4871/,
Чудо,10.0,8.103,225234.0,Канада,2017.0,"(20000000, '$')","['Джейкоб Тремблей', 'Оуэн Уилсон', 'Изабела Видович', 'Джулия Робертс', 'Ноа Джуп', 'Мэнди Пэтинкин', 'Давид Диггс', 'Соня Брага', 'Даниэль Роуз Расселл', 'Наджи Джетер']",/film/722951/,
Афоня,10.0,8.062,219873.0,СССР,1975.0,,,/film/43423/,
Маленькие женщины,10.0,7.795,225946.0,США,2019.0,"(40000000, '$')","['Сирша Ронан', 'Эмма Уотсон', 'Флоренс Пью', 'Элайза Сканлен', 'Лора Дерн', 'Тимоти Шаламе', 'Трэйси Леттс', 'Боб Оденкёрк', 'Джеймс Нортон', 'Луи Гаррель']",/film/807339/,
Мальчик в полосатой пижаме,10.0,8.182,296427.0,США,2008.0,"(12500000, '$')","['Эйса Баттерфилд', 'Джек Скэнлон', 'Дэвид Тьюлис', 'Вера Фармига', 'Эмбер Битти', 'Шила Хэнкок', 'Ричард Джонсон', 'Кара Хорган', 'Дэвид Хейман', 'Руперт Френд']",/film/281251/,
Гран Торино,10.0,8.144,295464.0,Германия,2008.0,"(33000000, '$')","['Клинт Иствуд', 'Би Ванг', 'Кристофер Карли', 'Эни Хи', 'Брайан Хейли', 'Джеральдин Хьюз', 'Дрима Уокер', 'Брайан Хау', 'Джон Кэрролл Линч', 'Уильям Хилл']",/film/408410/,
Самый пьяный округ в мире,10.0,7.459,202480.0,США,2012.0,"(26000000, '$')","['Шайа ЛаБаф', 'Том Харди', 'Джейсон Кларк', 'Джессика Честейн', 'Гай Пирс', 'Миа Васиковска', 'Дэйн ДеХаан', 'Гари Олдман', 'Крис МакГарри', 'Лью Темпл']",/film/461972/,
12 лет рабства,10.0,7.789,281376.0,Великобритания,2013.0,"(20000000, '$')","['Чиветель Эджиофор', 'Майкл Фассбендер', 'Лупита Нионго', 'Сара Полсон', 'Бенедикт Камбербэтч', 'Брэд Питт', 'Пол Дано', 'Пол Джаматти', 'Элфри Вудард', 'Эдеперо Одуйе']",/film/606646/,
Экипаж,10.0,7.601,200544.0,Россия,2016.0,"(650000000, '₽')",,/film/839818/,
Три метра над уровнем неба,10.0,7.104,215445.0,Испания,2010.0,,"['Марио Касас', 'Мария Вальверде', 'Альваро Сервантес', 'Марина Салас', 'Луис Фернандес', 'Андреа Дуро', 'Нереа Камачо', 'Диего Мартин', 'Кристина Пласас', 'Хорди Бош']",/film/523362/,
"Человек, который изменил всё",10.0,7.737,230015.0,США,2011.0,"(50000000, '$')","['Брэд Питт', 'Джона Хилл', 'Филип Сеймур Хоффман', 'Крис Пратт', 'Робин Райт', 'Стефен Бишоп', 'Рид Даймонд', 'Брент Дженнингс', 'Кен Медлок', 'Тэмми Бланчард']",/film/432791/,
Бумер,,,,Россия,2003.0,"(700000, '$')",,/film/57166/,
Одаренная,10.0,7.952,285010.0,США,2017.0,"(7000000, '$')","['Крис Эванс', 'Маккенна Грейс', 'Линдси Дункан', 'Октавия Спенсер', 'Дженни Слейт', 'Майкл Кендалл Каплан', 'Джон М. Джексон', 'Гленн Пламмер', 'Джон Финн', 'Элизабет Марвел']",/film/929348/,
Треугольник печали,10.0,6.533,292896.0,Мексика,2022.0,,"['Харрис Дикинсон', 'Шарлби Дин', 'Златко Бурич', 'Долли де Леон', 'Хенрик Дорсин', 'Вики Берлин', 'Вуди Харрельсон', 'Тобиас Торвид', 'Яннис Мустос', 'Тимолеон Гкецос']",/film/1348487/,
Оружейный барон,10.0,7.696,256269.0,США,2005.0,"(50000000, '$')","['Николас Кейдж', 'Бриджет Мойнэхэн', 'Джаред Лето', 'Итан Хоук', 'Иэн Холм', 'Шаке Тухманян', 'Жан-Пьер Ншанян', 'Имонн Уокер', 'Сэмми Ротиби']",/film/77439/,
Они сражались за Родину,10.0,8.447,199761.0,СССР,1975.0,,,/film/42770/,
Бёрдмэн,10.0,7.646,211826.0,США,2014.0,"(18000000, '$')","['Майкл Китон', 'Эдвард Нортон', 'Эмма Стоун', 'Наоми Уоттс', 'Зак Галифианакис', 'Андреа Райзборо', 'Эми Райан', 'Линдси Дункан', 'Дэмиэн Янг', 'Джереми Шамос']",/film/722827/,
...А зори здесь тихие,10.0,8.535,244391.0,СССР,1972.0,,,/film/43395/,
Красота по-американски,10.0,7.985,233645.0,США,1999.0,"(15000000, '$')","['Кевин Спейси', 'Аннетт Бенинг', 'Тора Бёрч', 'Уэс Бентли', 'Мена Сувари', 'Питер Галлахер', 'Эллисон Дженни', 'Крис Купер', 'Скотт Бакула', 'Сэм Робардс']",/film/351/,
Фокус,10.0,7.07,247003.0,Аргентина,2014.0,"(50100000, '$')","['Уилл Смит', 'Марго Робби', 'Адриан Мартинес', 'Джералд Макрэйни', 'Родриго Санторо', 'Б.Д. Вонг', 'Бреннан Браун', 'Роберт Тейлор', 'Дотан Бонен', 'Грифф Ферст']",/film/680824/,
Лицо со шрамом,10.0,8.171,240428.0,США,1983.0,"(25000000, '$')","['Аль Пачино', 'Стивен Бауэр', 'Мишель Пфайффер', 'Мэри Элизабет Мастрантонио', 'Роберт Лоджа', 'Мириам Колон', 'Ф. Мюррэй Абрахам', 'Пол Шенар', 'Харрис Юлин', 'Анхель Саласар']",/film/4695/,
Левиафан,10.0,6.951,169597.0,Россия,2014.0,"(220000000, '₽')",,/film/705356/,
На игле,10.0,7.95,184941.0,Великобритания,1995.0,"(3500000, '$')","['Юэн Макгрегор', 'Юэн Бремнер', 'Джонни Ли Миллер', 'Кевин МакКидд', 'Роберт Карлайл', 'Келли Макдоналд', 'Питер Муллан', 'Джеймс Космо', 'Айлин Николас', 'Сьюзэн Видлер']",/film/515/,
Уроки фарси,10.0,7.873,189670.0,Беларусь,2020.0,,"['Науэль Перес Бискаярт', 'Ларс Айдингер', 'Йонас Най', 'Давид Шюттер', 'Александр Байер', 'Андреас Хофер', 'Леони Бенеш', 'Луиза-Селин Гаффрон', 'Нико Эрентайт', 'Джузеппе Скиллачи']",/film/1209777/,
Город бога,10.0,8.02,169168.0,Франция,2002.0,"(3300000, '$')","['Алешандре Родригис', 'Леандру Фирмину', 'Феллипе Хаагенсен', 'Дуглас Силва', 'Джонатан Хаагенсен', 'Матеус Наштергаэли', 'Сеу Жоржи', 'Жефешандер Суплину', 'Алиси Брага', 'Эмерсон Гомес']",/film/439/,
Тренер,10.0,6.929,184201.0,Россия,2018.0,"(390191139, '₽')",,/film/981230/,
Цельнометаллическая оболочка,10.0,8.011,174688.0,США,1987.0,"(30000000, '$')","['Мэттью Модайн', 'Адам Болдуин', 'Винсент Д’Онофрио', 'Р. Ли Эрми', 'Дориан Хэрвуд', 'Кевин Мейджор Ховард', 'Арлисс Ховард', 'Эд О’Росс', 'Джон Терри', 'Кирон Джеккинис']",/film/418/,
8 миля,10.0,7.717,173826.0,США,2002.0,"(41000000, '$')","['Эминем', 'Ким Бейсингер', 'Бриттани Мерфи', 'Мекхай Файфер', 'Ивэн Джонс', 'Омар Бенсон Миллер', 'Де’Анджело Уилсон', 'Юджин Бирд', 'Тэрин Мэннинг', 'Ларри Хадсон']",/film/581/,
Мой парень — псих,10.0,7.191,184880.0,США,2012.0,"(21000000, '$')","['Брэдли Купер', 'Дженнифер Лоуренс', 'Роберт Де Ниро', 'Джеки Уивер', 'Крис Такер', 'Анупам Кхер', 'Джон Ортис', 'Шей Уигэм', 'Джулия Стайлз', 'Пол Херман']",/film/462938/,
Скрытые фигуры,10.0,7.952,162637.0,США,2016.0,"(25000000, '$')","['Тараджи П. Хенсон', 'Октавия Спенсер', 'Жанель Моне', 'Кевин Костнер', 'Кирстен Данст', 'Джим Парсонс', 'Махершала Али', 'Элдис Ходж', 'Глен Пауэлл', 'Кимберли Куинн']",/film/966036/,
Солнцепек,10.0,6.944,189251.0,Россия,2021.0,,,/film/4518766/,
Афоня,10.0,8.062,219838.0,СССР,1975.0,,,/film/43423/,
Маленькие женщины,10.0,7.795,225931.0,США,2019.0,"(40000000, '$')","['Сирша Ронан', 'Эмма Уотсон', 'Флоренс Пью', 'Элайза Сканлен', 'Лора Дерн', 'Тимоти Шаламе', 'Трэйси Леттс', 'Боб Оденкёрк', 'Джеймс Нортон', 'Луи Гаррель']",/film/807339/,
Мальчик в полосатой пижаме,10.0,8.182,296396.0,США,2008.0,"(12500000, '$')","['Эйса Баттерфилд', 'Джек Скэнлон', 'Дэвид Тьюлис', 'Вера Фармига', 'Эмбер Битти', 'Шила Хэнкок', 'Ричард Джонсон', 'Кара Хорган', 'Дэвид Хейман', 'Руперт Френд']",/film/281251/,
Гран Торино,10.0,8.144,295458.0,Германия,2008.0,"(33000000, '$')","['Клинт Иствуд', 'Би Ванг', 'Кристофер Карли', 'Эни Хи', 'Брайан Хейли', 'Джеральдин Хьюз', 'Дрима Уокер', 'Брайан Хау', 'Джон Кэрролл Линч', 'Уильям Хилл']",/film/408410/,
Самый пьяный округ в мире,10.0,7.459,202428.0,США,2012.0,"(26000000, '$')","['Шайа ЛаБаф', 'Том Харди', 'Джейсон Кларк', 'Джессика Честейн', 'Гай Пирс', 'Миа Васиковска', 'Дэйн ДеХаан', 'Гари Олдман', 'Крис МакГарри', 'Лью Темпл']",/film/461972/,
12 лет рабства,10.0,7.789,281337.0,Великобритания,2013.0,"(20000000, '$')","['Чиветель Эджиофор', 'Майкл Фассбендер', 'Лупита Нионго', 'Сара Полсон', 'Бенедикт Камбербэтч', 'Брэд Питт', 'Пол Дано', 'Пол Джаматти', 'Элфри Вудард', 'Эдеперо Одуйе']",/film/606646/,
Экипаж,10.0,7.601,200511.0,Россия,2016.0,"(650000000, '₽')",,/film/839818/,
Три метра над уровнем неба,10.0,7.104,215412.0,Испания,2010.0,,"['Марио Касас', 'Мария Вальверде', 'Альваро Сервантес', 'Марина Салас', 'Луис Фернандес', 'Андреа Дуро', 'Нереа Камачо', 'Диего Мартин', 'Кристина Пласас', 'Хорди Бош']",/film/523362/,
"Человек, который изменил всё",10.0,7.737,229964.0,США,2011.0,"(50000000, '$')","['Брэд Питт', 'Джона Хилл', 'Филип Сеймур Хоффман', 'Крис Пратт', 'Робин Райт', 'Стефен Бишоп', 'Рид Даймонд', 'Брент Дженнингс', 'Кен Медлок', 'Тэмми Бланчард']",/film/432791/,
Одаренная,10.0,7.952,284991.0,США,2017.0,"(7000000, '$')","['Крис Эванс', 'Маккенна Грейс', 'Линдси Дункан', 'Октавия Спенсер', 'Дженни Слейт', 'Майкл Кендалл Каплан', 'Джон М. Джексон', 'Гленн Пламмер', 'Джон Финн', 'Элизабет Марвел']",/film/929348/,
Треугольник печали,10.0,6.533,292846.0,Мексика,2022.0,,"['Харрис Дикинсон', 'Шарлби Дин', 'Златко Бурич', 'Долли де Леон', 'Хенрик Дорсин', 'Вики Берлин', 'Вуди Харрельсон', 'Тобиас Торвид', 'Яннис Мустос', 'Тимолеон Гкецос']",/film/1348487/,
Оружейный барон,10.0,7.696,256228.0,США,2005.0,"(50000000, '$')","['Николас Кейдж', 'Бриджет Мойнэхэн', 'Джаред Лето', 'Итан Хоук', 'Иэн Холм', 'Шаке Тухманян', 'Жан-Пьер Ншанян', 'Имонн Уокер', 'Сэмми Ротиби']",/film/77439/,
Они сражались за Родину,10.0,8.446,199745.0,СССР,1975.0,,,/film/42770/,
Бёрдмэн,10.0,7.646,211820.0,США,2014.0,"(18000000, '$')","['Майкл Китон', 'Эдвард Нортон', 'Эмма Стоун', 'Наоми Уоттс', 'Зак Галифианакис', 'Андреа Райзборо', 'Эми Райан', 'Линдси Дункан', 'Дэмиэн Янг', 'Джереми Шамос']",/film/722827/,
...А зори здесь тихие,10.0,8.535,244377.0,СССР,1972.0,,,/film/43395/,
Красота по-американски,10.0,7.985,233632.0,США,1999.0,"(15000000, '$')","['Кевин Спейси', 'Аннетт Бенинг', 'Тора Бёрч', 'Уэс Бентли', 'Мена Сувари', 'Питер Галлахер', 'Эллисон Дженни', 'Крис Купер', 'Скотт Бакула', 'Сэм Робардс']",/film/351/,
Фокус,10.0,7.07,246966.0,Аргентина,2014.0,"(50100000, '$')","['Уилл Смит', 'Марго Робби', 'Адриан Мартинес', 'Джералд Макрэйни', 'Родриго Санторо', 'Б.Д. Вонг', 'Бреннан Браун', 'Роберт Тейлор', 'Дотан Бонен', 'Грифф Ферст']",/film/680824/,
Лицо со шрамом,10.0,8.171,240420.0,США,1983.0,"(25000000, '$')","['Аль Пачино', 'Стивен Бауэр', 'Мишель Пфайффер', 'Мэри Элизабет Мастрантонио', 'Роберт Лоджа', 'Мириам Колон', 'Ф. Мюррэй Абрахам', 'Пол Шенар', 'Харрис Юлин', 'Анхель Саласар']",/film/4695/,
Игра на понижение,10.0,7.363,277383.0,США,2015.0,"(28000000, '$')","['Кристиан Бэйл', 'Стив Карелл', 'Райан Гослинг', 'Брэд Питт', 'Мелисса Лео', 'Хэмиш Линклейтер', 'Джон Магаро', 'Рейф Сполл', 'Джереми Стронг', 'Мариса Томей']",/film/501333/,
Левиафан,10.0,6.951,169588.0,Россия,2014.0,"(220000000, '₽')",,/film/705356/,
На игле,10.0,7.95,184936.0,Великобритания,1995.0,"(3500000, '$')","['Юэн Макгрегор', 'Юэн Бремнер', 'Джонни Ли Миллер', 'Кевин МакКидд', 'Роберт Карлайл', 'Келли Макдоналд', 'Питер Муллан', 'Джеймс Космо', 'Айлин Николас', 'Сьюзэн Видлер']",/film/515/,
Уроки фарси,10.0,7.873,189630.0,Беларусь,2020.0,,"['Науэль Перес Бискаярт', 'Ларс Айдингер', 'Йонас Най', 'Давид Шюттер', 'Александр Байер', 'Андреас Хофер', 'Леони Бенеш', 'Луиза-Селин Гаффрон', 'Нико Эрентайт', 'Джузеппе Скиллачи']",/film/1209777/,
Город бога,10.0,8.02,169126.0,Франция,2002.0,"(3300000, '$')","['Алешандре Родригис', 'Леандру Фирмину', 'Феллипе Хаагенсен', 'Дуглас Силва', 'Джонатан Хаагенсен', 'Матеус Наштергаэли', 'Сеу Жоржи', 'Жефешандер Суплину', 'Алиси Брага', 'Эмерсон Гомес']",/film/439/,
Цельнометаллическая оболочка,10.0,8.011,174678.0,США,1987.0,"(30000000, '$')","['Мэттью Модайн', 'Адам Болдуин', 'Винсент Д’Онофрио', 'Р. Ли Эрми', 'Дориан Хэрвуд', 'Кевин Мейджор Ховард', 'Арлисс Ховард', 'Эд О’Росс', 'Джон Терри', 'Кирон Джеккинис']",/film/418/,
8 миля,10.0,7.717,173816.0,США,2002.0,"(41000000, '$')","['Эминем', 'Ким Бейсингер', 'Бриттани Мерфи', 'Мекхай Файфер', 'Ивэн Джонс', 'Омар Бенсон Миллер', 'Де’Анджело Уилсон', 'Юджин Бирд', 'Тэрин Мэннинг', 'Ларри Хадсон']",/film/581/,
Мой парень — псих,10.0,7.191,184877.0,США,2012.0,"(21000000, '$')","['Брэдли Купер', 'Дженнифер Лоуренс', 'Роберт Де Ниро', 'Джеки Уивер', 'Крис Такер', 'Анупам Кхер', 'Джон Ортис', 'Шей Уигэм', 'Джулия Стайлз', 'Пол Херман']",/film/462938/,
Скрытые фигуры,10.0,7.952,162615.0,США,2016.0,"(25000000, '$')","['Тараджи П. Хенсон', 'Октавия Спенсер', 'Жанель Моне', 'Кевин Костнер', 'Кирстен Данст', 'Джим Парсонс', 'Махершала Али', 'Элдис Ходж', 'Глен Пауэлл', 'Кимберли Куинн']",/film/966036/,
Как Витька Чеснок вёз Лёху Штыря в дом инвалидов,10.0,7.225,180596.0,Россия,2017.0,,,/film/909700/,
Страх и ненависть в Лас-Вегасе,10.0,7.61,164417.0,США,1998.0,"(18500000, '$')","['Джонни Депп', 'Бенисио Дель Торо', 'Тоби Магуайр', 'Кристина Риччи', 'Майкл Джитер', 'Гэри Бьюзи', 'Эллен Баркин', 'Марк Хэрмон', 'Крэйг Бирко', 'Кэтрин Хелмонд']",/film/4385/,
Сёстры,10.0,7.692,176621.0,Россия,2001.0,,,/film/41109/,
Американский психопат,10.0,7.15,179405.0,Канада,2000.0,"(7000000, '$')","['Кристиан Бэйл', 'Уиллем Дефо', 'Джош Лукас', 'Риз Уизерспун', 'Кэра Сеймур', 'Джастин Теру', 'Джаред Лето', 'Хлоя Севиньи', 'Саманта Мэтис', 'Мэтт Росс']",/film/588/,
Заплати другому,10.0,8.079,161670.0,США,2000.0,"(40000000, '$')","['Кевин Спейси', 'Хелен Хант', 'Хэйли Джоэл Осмент', 'Джей Мор', 'Джеймс Кэвизел', 'Джон Бон Джови', 'Энджи Дикинсон', 'Дэвид Рэмси', 'Гари Вернтц', 'Коллин Флинн']",/film/782/,
Идеальные незнакомцы,10.0,7.681,190154.0,Италия,2015.0,,"['Джузеппе Баттистон', 'Анна Фольетта', 'Марко Джаллини', 'Эдоардо Лео', 'Валерио Мастандреа', 'Альба Рорвахер', 'Кася Смутняк', 'Бенедетта Поркароли', 'Элизабетта Де Пало', 'Томмазо Татафьоре']",/film/925669/,
Разрушение,10.0,7.205,162117.0,США,2015.0,"(10000000, '$')","['Джейк Джилленхол', 'Наоми Уоттс', 'Крис Купер', 'Джуда Льюис', 'С.Дж. Уилсон', 'Полли Дрэйпер', 'Мэлаки Клири', 'Дебра Монк', 'Хезер Линд', 'Уасс М. Стивенс']",/film/842493/,
100 вещей и ничего лишнего,10.0,7.272,167668.0,Германия,2018.0,,"['Флориан Давид Фиц', 'Маттиас Швайгхёфер', 'Мириам Штайн', 'Ханнелоре Эльснер', 'Вольфганг Штумф', 'Катарина Тальбах', 'Йоханнес Алльмайер', 'Сара Фрик', 'Максимилиан Мейер-Бретшнайдер', 'Мария Фуртвенглер']",/film/1121377/,
Один день,10.0,7.774,180496.0,Великобритания,2011.0,"(15000000, '$')","['Энн Хэтэуэй', 'Джим Стёрджесс', 'Том Мисон', 'Джоди Уиттакер', 'Тим Ки', 'Рейф Сполл', 'Жозефин де ла Буме', 'Патриша Кларксон', 'Кен Стотт', 'Хейда Рид']",/film/495518/,
Помни меня,10.0,7.623,166341.0,США,2010.0,"(16000000, '$')","['Роберт Паттинсон', 'Эмили де Рэвин', 'Крис Купер', 'Пирс Броснан', 'Руби Джеринс', 'Тейт Эллингтон', 'Лена Олин', 'Грегори Джбара', 'Кейтлин Ранд', 'Мосес Ацеведо']",/film/461782/,
Географ глобус пропил,10.0,7.362,173862.0,Россия,2013.0,"(4000000, '$')",,/film/653696/,
Хулиганы,10.0,8.02,170644.0,США,2005.0,,"['Элайджа Вуд', 'Чарли Ханнэм', 'Клэр Форлани', 'Марк Уоррен', 'Лео Грегори', 'Джофф Белл', 'Киран Бью', 'Генри Гудман', 'Кристофер Хехир', 'Теренс Джей']",/film/77444/,
Виноваты звезды,10.0,7.813,178791.0,США,2014.0,"(12000000, '$')","['Шейлин Вудли', 'Энсел Элгорт', 'Лора Дерн', 'Сэм Трэммелл', 'Нат Вулф', 'Уиллем Дефо', 'Лотта Вербек', 'Ана Дела Крус', 'Рэнди Ковиц', 'Тони Саладна']",/film/724703/,
Опасная игра Слоун,10.0,7.84,178904.0,Франция,2016.0,"(13000000, '$')","['Джессика Честейн', 'Марк Стронг', 'Гугу Эмбата-Ро', 'Элисон Пилл', 'Майкл Стулбарг', 'Сэм Уотерстон', 'Джон Литгоу', 'Дэвид Уилсон Барнс', 'Джейк Лэси', 'Чак Шамата']",/film/933307/,
Невозможное,10.0,7.929,160810.0,США,2012.0,"(45000000, '$')","['Наоми Уоттс', 'Юэн Макгрегор', 'Том Холланд', 'Сэмюэл Джослин', 'Окли Пендергаст', 'Марта Этура', 'Шенке Мёринг', 'Джеральдин Чаплин', 'Плой Хиндачоте', 'Жомжаои Сэ-Лим']",/film/518037/,
Марли и я,10.0,7.791,165987.0,США,2008.0,"(60000000, '$')","['Оуэн Уилсон', 'Дженнифер Энистон', 'Эрик Дэйн', 'Алан Аркин', 'Кэтлин Тёрнер', 'Нэйтан Гэмбл', 'Хейли Беннетт', 'Энн Дауд', 'Кларк Питерс', 'Финли Якобсен']",/film/279850/,
Банды Нью-Йорка,10.0,7.738,176347.0,Италия,2002.0,"(100000000, '$')","['Леонардо ДиКаприо', 'Дэниэл Дэй-Льюис', 'Кэмерон Диас', 'Джим Бродбент', 'Джон Си Райли', 'Генри Томас', 'Лиам Нисон', 'Брендан Глисон', 'Гари Льюис', 'Стивен Грэм']",/film/678/,
Текст,10.0,6.85,157692.0,Россия,2019.0,"(75000000, '₽')",,/film/1234848/,
Хороший год,10.0,7.726,159697.0,Великобритания,2006.0,"(35000000, '$')","['Рассел Кроу', 'Марион Котийяр', 'Эбби Корниш', 'Фредди Хаймор', 'Альберт Финни', 'Том Холландер', 'Рейф Сполл', 'Арчи Панджаби', 'Ричард Койл', 'Бен Райтон']",/film/77596/,
Мемуары гейши,10.0,8.002,183985.0,США,2005.0,"(85000000, '$')","['Чжан Цзыи', 'Мишель Йео', 'Гун Ли', 'Кэн Ватанабэ', 'Каори Момои', 'Юки Кудо', 'Судзука Ого', 'Кодзи Якусё', 'Кэри-Хироюки Тагава', 'Мако']",/film/77132/,
Волк и лев,10.0,7.947,182248.0,Канада,2021.0,,"['Молли Кунц', 'Грэм Грин', 'Чарли Каррик', 'Дерек Джонс', 'Риз Слэк', 'Эван Булиунг', 'Ребекка Кролл', 'Виктор Корнфут', 'Даниэль Брошу', 'Мелисса Планте']",/film/1304482/,
Каратэ-пацан,10.0,7.134,170550.0,Китай,2010.0,"(40000000, '$')","['Джеки Чан', 'Джейден Смит', 'Тараджи П. Хенсон', 'Хань Вэньвэнь', 'Юй Жунгуан', 'У Чжэньсу', 'Ван Чжихэн', 'Ван Чжэньвэй', 'Джаред Миннс', 'Лу Шицзя']",/film/412162/,
Семья по-быстрому,10.0,7.478,132928.0,США,2018.0,"(48000000, '$')","['Марк Уолберг', 'Роуз Бирн', 'Изабела Мерсед', 'Густаво Эскобар', 'Джулианна Гамис', 'Октавия Спенсер', 'Тиг Нотаро', 'Том Сегура', 'Эллин Рэйчел', 'Бритт Рентшлер']",/film/1108494/,
Величайший шоумен,10.0,7.613,131284.0,США,2017.0,"(84000000, '$')","['Хью Джекман', 'Мишель Уильямс', 'Зак Эфрон', 'Зендея', 'Ребекка Фергюсон', 'Остин Джонсон', 'Кэмерон Сили', 'Кила Сеттл', 'Сэм Хамфри', 'Яхья Абдул-Матин II']",/film/470173/,
…А в душе я танцую,10.0,8.106,157355.0,Франция,2004.0,,"['Джеймс МакЭвой', 'Стивен Робертсон', 'Ромола Гарай', 'Джерард МакСорли', 'Том Хикки', 'Бренда Фрикер', 'Алан Кинг', 'Рут МакКейб', 'Анна Хили', 'Сара Джейн Драмми']",/film/84014/,
Ной,10.0,6.648,148921.0,США,2014.0,"(125000000, '$')","['Рассел Кроу', 'Дженнифер Коннелли', 'Рэй Уинстон', 'Энтони Хопкинс', 'Эмма Уотсон', 'Логан Лерман', 'Дуглас Бут', 'Ник Нолти', 'Марк Марголис', 'Кевин Дюран']",/film/596001/,
Боец,10.0,7.776,142093.0,США,2010.0,"(25000000, '$')","['Марк Уолберг', 'Кристиан Бэйл', 'Эми Адамс', 'Мелисса Лео', 'Джек МакГи', 'Мики О’Кифи', 'Мелисса МакМикин', 'Бьянка Хантер', 'Эрика МакДермотт', 'Джилл Квигг']",/film/279580/,
Судьба человека,10.0,8.412,131442.0,СССР,1959.0,,,/film/44027/,
Люби их всех,10.0,7.212,140621.0,Россия,2019.0,"(37744280, '₽')",,/film/1142667/,
Невероятный мир глазами Энцо,10.0,8.259,144282.0,США,2019.0,"(18000000, '$')","['Кевин Костнер', 'Майло Вентимилья', 'Аманда Сайфред', 'Кэти Бейкер', 'Мартин Донован', 'Гэри Коул', 'МакКинли Белчер III', 'Джеки Миннс', 'Маркус Хондро', 'Йен Лэйк']",/film/470191/,
Казино,10.0,8.128,148187.0,Франция,1995.0,"(52000000, '$')","['Роберт Де Ниро', 'Шэрон Стоун', 'Джо Пеши', 'Джеймс Вудс', 'Дон Риклз', 'Алан Кинг', 'Кевин Поллак', 'Л. К. Джонс', 'Дик Смотерз', 'Фрэнк Винсент']",/film/2494/,
Однажды в Америке,10.0,8.272,152969.0,США,1983.0,"(30000000, '$')","['Роберт Де Ниро', 'Джеймс Вудс', 'Элизабет Макговерн', 'Трит Уильямс', 'Тьюзди Уэлд', 'Берт Янг', 'Джо Пеши', 'Дэнни Айелло', 'Уильям Форсайт', 'Джеймс Хейден']",/film/469/,
Грязные танцы,10.0,8.047,146999.0,США,1987.0,"(6000000, '$')","['Дженнифер Грей', 'Патрик Суэйзи', 'Джерри Орбак', 'Синтия Роудс', 'Джек Уэстон', 'Джейн Брукер', 'Келли Бишоп', 'Лонни Прайс', 'Макс Кэнтор', 'Чарльз ’Хони’ Коулз']",/film/1996/,
