title,bestRating,ratingValue,ratingCount,country,date,budget,actors,link,ratingValue_qcut
Король Стейтен-Айленда,10.0,7.169,63775.0,США,2020.0,,"['Пит Дэвидсон', 'Мариса Томей', 'Билл Бёрр', 'Бел Паули', 'Мод Апатоу', 'Стив Бушеми', 'Рики Велес', 'Мойзес Ариас', 'Лу Уилсон', 'Карли Аквилино']",/film/1236644/,
Спасатель,10.0,7.96,63724.0,США,2006.0,"(70000000, '$')","['Кевин Костнер', 'Эштон Кутчер', 'Нил Макдонаф', 'Мелисса Сейджмиллер', 'Клэнси Браун', 'Брайан Джерати', 'Села Уорд', 'Омари Хардвик', 'Майкл Рэди', 'Алекс Дэниелс']",/film/104921/,
По семейным обстоятельствам,10.0,8.192,60382.0,СССР,1978.0,,,/film/43007/,
Дополнительный урок,10.0,6.974,64490.0,Россия,2022.0,,,/film/1451292/,
Дело Ричарда Джуэлла,10.0,7.594,60670.0,США,2019.0,"(45000000, '$')","['Пол Уолтер Хаузер', 'Сэм Рокуэлл', 'Кэти Бейтс', 'Джон Хэмм', 'Оливия Уайлд', 'Нина Арианда', 'Иэн Гомес', 'Уэйн Дювалл', 'Дилан Кассман', 'Майк Пневски']",/film/826373/,
Голубая лагуна,10.0,7.104,62616.0,США,1980.0,"(4500000, '$')","['Брук Шилдс', 'Кристофер Аткинс', 'Лео МакКерн', 'Уильям Дэниелс', 'Элва Джозефсон', 'Гленн Коэн', 'Алан Хопгуд', 'Гас Мёркюрио', 'Джефри Клайзер', 'Брэдли Прайс']",/film/32864/,
Орел Девятого легиона,10.0,6.796,62123.0,США,2010.0,"(25000000, '$')","['Ченнинг Татум', 'Джейми Белл', 'Дональд Сазерленд', 'Марк Стронг', 'Дэкин Мэтьюз', 'Иштван Гёз', 'Бенце Герё', 'Денис О’Хэр', 'Пол Риттер', 'Жольт Ласло']",/film/455353/,
Осенний марафон,10.0,8.009,63658.0,СССР,1979.0,,,/film/42799/,
Праведник,10.0,7.542,62163.0,Россия,2022.0,,['Довале Гликман'],/film/4484927/,
Тайное влечение,10.0,6.697,60140.0,Франция,2012.0,"(16000000, '$')","['Наоми Уоттс', 'Робин Райт', 'Завьер Сэмюэл', 'Джеймс Фрешвилл', 'Бен Мендельсон', 'Джессика Тоуви', 'Софи Лоу', 'Гари Свит', 'Элисон Стэнден', 'Скай Сазерленд']",/film/647453/,
Середина 90-х,10.0,7.387,63012.0,США,2018.0,"(1700000, '$')","['Санни Сулджик', 'Кэтрин Уотерстон', 'Лукас Хеджес', 'На-кел Смит', 'Олэн Пренатт', 'Джио Галисия', 'Райдер Маклафлин', 'Алекса Деми', 'Фиг Камила Эбнер', 'Лиана Перлих']",/film/1040690/,
Амадей,10.0,8.158,62285.0,Франция,1984.0,"(18000000, '$')","['Том Халс', 'Ф. Мюррэй Абрахам', 'Элизабет Берридж', 'Рой Дотрис', 'Саймон Кэллоу', 'Кристин Эберсоул', 'Джеффри Джонс', 'Чарльз Кей', 'Кеннет МакМиллан', 'Кенни Бейкер']",/film/397/,
Свадьба лучшего друга,10.0,7.245,63209.0,США,1997.0,"(38000000, '$')","['Джулия Робертс', 'Дермот Малруни', 'Кэмерон Диас', 'Руперт Эверетт', 'Филип Боско', 'М. Эммет Уолш', 'Рэйчел Гриффитс', 'Кэрри Престон', 'Сьюзэн Салливан', 'Кристофер Мастерсон']",/film/2768/,
Октябрьское небо,10.0,8.03,60712.0,США,1999.0,"(25000000, '$')","['Джейк Джилленхол', 'Лора Дерн', 'Крис Купер', 'Крис Оуэн', 'Уильям Ли Скотт', 'Чэд Линдберг', 'Натали Кэнердей', 'Скотт Томас', 'Рэнди Стриплинг', 'Крис Эллис']",/film/2056/,
Затерянный город Z,10.0,6.471,62356.0,США,2016.0,"(30000000, '$')","['Чарли Ханнэм', 'Роберт Паттинсон', 'Сиенна Миллер', 'Том Холланд', 'Эдвард Эшли', 'Энгус Макфадьен', 'Иен Макдермид', 'Клайв Фрэнсис', 'Педро Коэльо', 'Мэтью Сандерлэнд']",/film/432794/,
"Аты-баты, шли солдаты...",10.0,8.159,55560.0,СССР,1976.0,,,/film/43553/,
Тихий Дон,10.0,8.177,56781.0,СССР,1957.0,,,/film/42248/,
Республика ШКИД,10.0,8.209,54921.0,СССР,1966.0,,,/film/42088/,
Дылда,10.0,6.583,54965.0,Россия,2019.0,,,/film/1221042/,
Холодная гора,10.0,7.849,57307.0,Великобритания,2003.0,"(79000000, '$')","['Джуд Лоу', 'Николь Кидман', 'Рене Зеллвегер', 'Брендан Глисон', 'Рэй Уинстон', 'Кэти Бейкер', 'Натали Портман', 'Филип Сеймур Хоффман', 'Джованни Рибизи', 'Дональд Сазерленд']",/film/1942/,
Ромео + Джульетта,10.0,7.278,53995.0,Австралия,1996.0,"(14500000, '$')","['Леонардо ДиКаприо', 'Клэр Дэйнс', 'Джон Легуизамо', 'Хэролд Перрино', 'Брайан Деннехи', 'Кристина Пиклз', 'Пол Сорвино', 'Дайан Венора', 'Пит Постлетуэйт', 'Вонди Кёртис-Холл']",/film/2771/,
Чёрный клановец,10.0,6.757,56646.0,Китай,2018.0,"(15000000, '$')","['Джон Дэвид Вашингтон', 'Адам Драйвер', 'Лора Хэрриер', 'Тофер Грейс', 'Яспер Пяякконен', 'Райан Эгголд', 'Роберт Джон Бёрк', 'Николас Туртурро', 'Кори Хокинс', 'Алек Болдуин']",/film/1093170/,
Выбор,10.0,6.909,56962.0,США,2015.0,,"['Бенджамин Уокер', 'Тереза Палмер', 'Мэгги Грэйс', 'Александра Даддарио', 'Том Уилкинсон', 'Том Уэллинг', 'Джесси Бойд', 'Брэд Джеймс', 'Нори  Виктория', 'Анна Энгер']",/film/843209/,
Телохранитель,10.0,6.629,56212.0,Великобритания,2010.0,"(25000000, '$')","['Колин Фаррелл', 'Кира Найтли', 'Рэй Уинстон', 'Дэвид Тьюлис', 'Анна Фрил', 'Бен Чаплин', 'Эдди Марсан', 'Санджив Бхаскар', 'Стивен Грэм', 'Офелия Ловибонд']",/film/432747/,
Манчестер у моря,10.0,7.276,59723.0,США,2016.0,"(9000000, '$')","['Кейси Аффлек', 'Мишель Уильямс', 'Кайл Чандлер', 'Лукас Хеджес', 'Бен О’Брайэн', 'С.Дж. Уилсон', 'Анна Барышников', 'Гретхен Мол', 'Хезер Бёрнс', 'Джэми Теннилл']",/film/884376/,
Одна,10.0,6.633,59551.0,Россия,2021.0,,,/film/4497446/,
Бронкская история,10.0,8.012,55946.0,США,1993.0,"(22000000, '$')","['Роберт Де Ниро', 'Чазз Пальминтери', 'Лилло Бранкато', 'Фрэнсис Капра', 'Тэрал Хикс', 'Кэтрин Нардуччи', 'Клем Касерта', 'Альфред Саукелли мл.', 'Фрэнк Пьетранголаре', 'Джо Пеши']",/film/7466/,
Ларри Краун,10.0,6.811,54728.0,Франция,2011.0,"(30000000, '$')","['Том Хэнкс', 'Джулия Робертс', 'Седрик «Развлекатель»', 'Тараджи П. Хенсон', 'Брайан Крэнстон', 'Гугу Эмбата-Ро', 'Уилмер Вальдеррама', 'Пэм Гриер', 'Мария Кэнелс-Баррера', 'Рита Уилсон']",/film/496839/,
Затерянные во льдах,10.0,6.8,56320.0,Исландия,2018.0,,"['Мадс Миккельсен', 'Мария Тельма Смарадоттир', 'Тинтринай Тикнасук']",/film/1069265/,
"Весна, лето, осень, зима... и снова весна",10.0,7.926,56572.0,Германия,2003.0,,"['О Ён-су', 'Со Джэ-гён', 'Ким Ён-мин', 'Ким Ки Дук', 'Ким Джон-ён', 'Чи Дэ-хан', 'Чхве Мин', 'Пак Чи-а', 'Ха Ё-джин', 'Ким Джон-хо']",/film/47814/,
Ученик,10.0,7.077,54000.0,Россия,2016.0,"(1000000, '€')",,/film/922150/,
Кислота,10.0,6.088,53990.0,Россия,2018.0,,,/film/1042556/,
Деньги на двоих,10.0,7.209,56061.0,США,2005.0,"(35000000, '$')","['Аль Пачино', 'Мэттью МакКонахи', 'Рене Руссо', 'Арманд Ассанте', 'Джереми Пивен', 'Джейми Кинг', 'Кевин Чэпмен', 'Ральф Гармен', 'Гедде Ватанабэ', 'Карли Поуп']",/film/81491/,
Шаг вперёд: Всё или ничего,10.0,6.335,54113.0,Канада,2014.0,"(45000000, '$')","['Райан Гузман', 'Бриана Эвиган', 'Миша Гэбриел Хэмилтон', 'Изабелла Мико', 'Элисон Стоунер', 'Адам Севани', 'Стивен Босс', 'Стивен Стево Джонс', 'Дэвид Шрейбман', 'Мари Кода']",/film/734276/,
Елена,10.0,7.248,56435.0,Россия,2011.0,,,/film/501958/,
Несносные леди,10.0,6.342,59724.0,США,2016.0,"(25000000, '$')","['Дженнифер Энистон', 'Джулия Робертс', 'Кейт Хадсон', 'Джейсон Судейкис', 'Тимоти Олифант', 'Сара Чок', 'Бритт Робертсон', 'Джек Уайтхолл', 'Марго Мартиндейл', 'Аасиф Мандви']",/film/923901/,
Уолл Стрит: Деньги не спят,10.0,6.814,57560.0,США,2010.0,"(70000000, '$')","['Майкл Дуглас', 'Шайа ЛаБаф', 'Джош Бролин', 'Кэри Маллиган', 'Фрэнк Ланджелла', 'Ванесса Ферлито', 'Томас Белесис', 'Илай Уоллак', 'Сьюзен Сарандон', 'Ричард Стрэттон']",/film/409151/,
Белые росы,10.0,8.207,58296.0,СССР,1983.0,,,/film/46080/,
По наклонной,10.0,6.995,56519.0,США,2020.0,"(40000000, '$')","['Том Холланд', 'Сиэра Браво', 'Джек Рейнор', 'Майкл Рисполи', 'Джеффри Уолберг', 'Форрест Гудлак', 'Майкл Гандольфини', 'Сухейл Алдаббач', 'Дэниэл Р. Хилл', 'Фионн О’Ши']",/film/1245501/,
Супер Майк,10.0,6.232,55679.0,США,2012.0,"(7000000, '$')","['Ченнинг Татум', 'Алекс Петтифер', 'Мэттью МакКонахи', 'Коуди Хорн', 'Мэтт Бомер', 'Джо Манганьелло', 'Кевин Нэш', 'Оливия Манн', 'Адам Родригес', 'Рид Каролин']",/film/586488/,
Дневники няни,10.0,6.913,57129.0,США,2007.0,"(20000000, '$')","['Скарлетт Йоханссон', 'Крис Эванс', 'Лора Линни', 'Пол Джаматти', 'Николас Арт', 'Донна Мерфи', 'Алишиа Кис', 'Джон Генри Кокс', 'Льюис Пэйтон мл.', 'Сонни Браун']",/film/220293/,
Талли,10.0,7.05,57758.0,Канада,2017.0,,"['Шарлиз Терон', 'Маккензи Дэвис', 'Рон Ливингстон', 'Марк Дюпласс', 'Илэйн Тан', 'Эшер Майлз Фаллика', 'Лия Франклэнд', 'Гамила Райт', 'Таттиона Джонс', 'Сторми Энт']",/film/977383/,
Статский советник,10.0,7.387,57050.0,Россия,2005.0,"(4000000, '$')",,/film/94111/,
Пальмы в снегу,10.0,7.531,56109.0,Испания,2015.0,"(10000000, '€')","['Марио Касас', 'Адриана Угарте', 'Макарена Гарсия', 'Ален Эрнандес', 'Берта Васкес', 'Джедже Апали', 'Даниель Грао', 'Фернандо Кайо', 'Сельсо Бугальо']",/film/801868/,
В гостях у Элис,10.0,6.522,55354.0,США,2017.0,"(12000000, '$')","['Риз Уизерспун', 'Майкл Шин', 'Кэндис Берген', 'Пико Александр', 'Джон Рудницкий', 'Нат Вулф', 'Лола Флэнери', 'Эден Грейс Рэдфилд', 'Лейк Белл', 'Долли Уэллс']",/film/987151/,
Утомленные солнцем,10.0,7.695,51955.0,Франция,1994.0,"(2800000, '$')",['Андре Умански'],/film/40848/,
На острие,10.0,7.714,52680.0,Россия,2020.0,,,/film/1311064/,
Старики-разбойники,10.0,7.846,52413.0,СССР,1971.0,,,/film/43977/,
Мастер,10.0,6.763,52058.0,США,2012.0,"(32000000, '$')","['Хоакин Феникс', 'Филип Сеймур Хоффман', 'Эми Адамс', 'Лора Дерн', 'Джесси Племонс', 'Эмбир Чилдерс', 'Рами Малек', 'Мартин Д. Дью', 'Кевин Дж. О’Коннор', 'Патриция МакКормак']",/film/585056/,
Приговор,10.0,7.658,51385.0,Швейцария,2010.0,"(12500000, '$')","['Хилари Суэнк', 'Сэм Рокуэлл', 'Минни Драйвер', 'Питер Галлахер', 'Мелисса Лео', 'Джульетт Льюис', 'Бэйли Мэдисон', 'Тобиаш Кэмпбелл', 'Джон Пайпер-Фергюсон', 'Клеа ДюВалл']",/film/418847/,
Ты не ты,10.0,7.409,52314.0,США,2014.0,,"['Хилари Суэнк', 'Эмми Россам', 'Джош Дюамель', 'Стефани Беатриз', 'Джейсон Риттер', 'Джулиан МакМэхон', 'Эли Лартер', 'Андреа Сэвадж', 'Джералд Дауни', 'Майк Дойл']",/film/715319/,
Из моего окна,10.0,6.063,53952.0,Испания,2022.0,,"['Клара Галле', 'Хулио Пенья Фернандес', 'Гильермо Лашерас', 'Наталия Асахара', 'Уго Арбуэс', 'Эрик Масип', 'Пилар Кастро', 'Абель Фольк', 'Рэйчел Ласкар', 'Эмилия Лазо']",/film/4442784/,
Жизнь задом наперед,10.0,7.793,50600.0,Великобритания,2007.0,,"['Том Харди', 'Бенедикт Камбербэтч', 'Никола Даффетт', 'Клер-Луис Кордуэлл', 'Эдна Доре', 'Кэндис Нергаард', 'Джоэнна Мод', 'Тревор Селлерс', 'Барбара Барнс', 'Хью Армстронг']",/film/302080/,
Отрочество,10.0,7.414,51077.0,США,2014.0,"(4000000, '$')","['Эллар Колтрейн', 'Итан Хоук', 'Патриша Аркетт', 'Лорелей Линклейтер', 'Либби Виллари', 'Элайджа Смит', 'Стивен Честер Принц', 'Бонни Кросс', 'Сидни Орта', 'Марко Перелья']",/film/391729/,
Десятидюймовый герой,10.0,7.866,53449.0,США,2006.0,,"['Элизабет Арнуа', 'Клеа ДюВалл', 'Шон Патрик Флэнери', 'Дженсен Эклс', 'Дэннил Эклс', 'Элис Криге', 'Джон До', 'Шон Уинг', 'Адер Тишлер', 'Джордан Бэлфи']",/film/259829/,
Австралия,10.0,7.246,51357.0,США,2008.0,"(130000000, '$')","['Хью Джекман', 'Николь Кидман', 'Брэндон Уолтерс', 'Брайан Браун', 'Дэвид Уэнэм', 'Дэвид Галпилил', 'Ши Адамс', 'Эдди Бару', 'Рэй Баррет', 'Тони Бэрри']",/film/198009/,
Клуб любителей книг и пирогов из картофельных очистков,10.0,7.484,51360.0,США,2018.0,,"['Лили Джеймс', 'Михил Хёйсман', 'Глен Пауэлл', 'Джессика Браун-Финдли', 'Кэтрин Паркинсон', 'Мэттью Гуд', 'Том Кортни', 'Пенелопа Уилтон', 'Брона Галлахер', 'Кит Коннор']",/film/467760/,
Гагарин. Первый в космосе,10.0,7.015,51001.0,Россия,2013.0,"(7000000, '$')",,/film/676361/,
Шаг вперед 4,10.0,7.117,53665.0,США,2012.0,"(33000000, '$')","['Райан Гузман', 'Кэтрин МакКормик', 'Миша Гэбриел Хэмилтон', 'Клеопатра Коулмэн', 'Томми Дьюи', 'Питер Галлахер', 'Миа Майклс', 'Меган Бун', 'Майкл «Ксено» Лэнджбек', 'Стивен Босс']",/film/576451/,
Писатели свободы,10.0,8.045,52303.0,США,2006.0,"(21000000, '$')","['Хилари Суэнк', 'Скотт Гленн', 'Имелда Стонтон', 'Патрик Демпси', 'Эйприл Л. Эрнандез', 'Марио', 'Роберт Уиздом', 'Джон Бенжамин Хикки', 'Кристин Гера', 'Жаклин Нган']",/film/195226/,
Большой папа,10.0,7.425,51712.0,США,1999.0,"(34200000, '$')","['Адам Сэндлер', 'Джои Лорен Эдамс', 'Джон Стюарт', 'Коул Спроус', 'Дилан Спроус', 'Джош Мостел', 'Лесли Манн', 'Аллен Коверт', 'Роб Шнайдер', 'Кристи Суонсон']",/film/4188/,
Пряности и страсти,10.0,7.464,50864.0,ОАЭ,2014.0,"(22000000, '$')","['Хелен Миррен', 'Ом Пури', 'Маниш Дайал', 'Шарлотта Ле Бон', 'Амит Шах', 'Фарзана Дуа Элахе', 'Диллон Митра', 'Ариа Пандья', 'Мишель Блан', 'Клеман Сибони']",/film/771381/,
Афера,10.0,8.131,53379.0,США,1973.0,"(5500000, '$')","['Пол Ньюман', 'Роберт Редфорд', 'Роберт Шоу', 'Чарльз Дёрнинг', 'Рэй Уолстон', 'Айлин Бреннан', 'Харольд Гулд', 'Джон Хеффернан', 'Дэна Элкар', 'Джек Кихоу']",/film/383/,
Спящие,10.0,7.867,52894.0,США,1996.0,"(44000000, '$')","['Кевин Бейкон', 'Роберт Де Ниро', 'Дастин Хоффман', 'Джейсон Патрик', 'Брэд Питт', 'Билли Крудап', 'Минни Драйвер', 'Рон Элдард', 'Витторио Гассман', 'Брэд Ренфро']",/film/4515/,
Мне не больно,10.0,7.125,53110.0,Россия,2006.0,,,/film/178722/,
Филадельфия,10.0,7.847,53401.0,США,1993.0,"(26000000, '$')","['Том Хэнкс', 'Дензел Вашингтон', 'Антонио Бандерас', 'Джейсон Робардс', 'Мэри Стинберген', 'Джоэнн Вудворд', 'Чарльз Нэпьер', 'Роберт Риджли', 'Брэдли Уитфорд', 'Рон Вотер']",/film/6403/,
Кровавый спорт,10.0,7.342,51261.0,США,1988.0,"(1500000, '$')","['Жан-Клод Ван Дамм', 'Боло Йен', 'Форест Уитакер', 'Дональд Гибб', 'Леа Эйрс', 'Норман Бёртон', 'Рой Чяо', 'Рэни Гилл', 'Филип Чань', 'Пьер Рафини']",/film/4777/,
9 1/2 недель,10.0,7.344,51605.0,США,1985.0,"(17000000, '$')","['Микки Рурк', 'Ким Бейсингер', 'Маргарет Уиттон', 'Дэвид Маргулис', 'Кристин Барански', 'Карен Янг', 'Уильям Де Акутис', 'Дуайт Уайст', 'Родерик Кук', 'Виктор Труро']",/film/12276/,
Рокки Бальбоа,10.0,7.387,52008.0,США,2006.0,"(24000000, '$')","['Сильвестр Сталлоне', 'Берт Янг', 'Антонио Тарвер', 'Джеральдин Хьюз', 'Майло Вентимилья', 'Тони Бертон', 'А.Дж. Бенза', 'Джеймс Френсис Келли III', 'Талия Шайр', 'Лу ДиБелла']",/film/195273/,
Дом из песка и тумана,10.0,7.754,51423.0,США,2003.0,"(16500000, '$')","['Дженнифер Коннелли', 'Бен Кингсли', 'Рон Элдард', 'Шохре Агдашлу', 'Джонатан Адут', 'Фрэнсис Фишер', 'Ким Диккенс', 'Нави Рават', 'Карлос Гомес', 'Киа Джем']",/film/7611/,
Девушка из Джерси,10.0,7.037,50765.0,США,2004.0,"(35000000, '$')","['Бен Аффлек', 'Лив Тайлер', 'Ракель Кастро', 'Дженнифер Швалбах Смит', 'Джейсон Биггз', 'Дженнифер Лопес', 'Джейсон Ли', 'Мэтт Дэймон', 'Уилл Смит', 'Бетти Эберлин']",/film/5526/,
Убей своих любимых,10.0,7.001,52563.0,США,2013.0,,"['Дэниэл Рэдклифф', 'Дэйн ДеХаан', 'Бен Фостер', 'Майкл С. Холл', 'Джек Хьюстон', 'Дженнифер Джейсон Ли', 'Элизабет Олсен', 'Дэвид Кросс', 'Джон Каллам', 'Бренда Веле']",/film/661019/,
Пожары,10.0,7.916,52709.0,Франция,2010.0,"(6800000, '$')","['Лубна Азабаль', 'Мелисса Дезормо-Полен', 'Максим Годетт', 'Реми Жирар', 'Аллен Олтмэн', 'Абдельхафур Элаазиз', 'Мустафа Камел', 'Хуссейн Сами', 'Доминик Бриан', 'Фридерик Паке']",/film/425400/,
Жена смотрителя зоопарка,10.0,7.288,50634.0,Чехия,2017.0,"(20000000, '$')","['Джессика Честейн', 'Йохан Хелденберг', 'Даниэль Брюль', 'Тимоти Редфорд', 'Эфрат Дор', 'Иддо Голдберг', 'Шира Хаас', 'Майкл МакЭлхаттон', 'Вэл Малоку', 'Марта Иссова']",/film/569071/,
Дело было в Пенькове,10.0,8.162,52450.0,СССР,1957.0,,,/film/44123/,
Землетрясение,10.0,7.954,48211.0,Гонконг,2010.0,"(25000000, '$')","['Сюй Фань', 'Чжан Цзинчу', 'Ян Лисинь', 'Чэнь Даомин', 'Чэнь Цзинь', 'Ли Чэнь', 'Чжан Цзыфэн', 'Цзяцзюнь Чжан', 'Лу\xa0И', 'Чжан Гоцян']",/film/463694/,
Живой,10.0,7.021,48431.0,Россия,2006.0,,,/film/256503/,
Дыши ради нас,10.0,7.705,47231.0,Великобритания,2017.0,,"['Эндрю Гарфилд', 'Клэр Фой', 'Эдвард Спелирс', 'Том Холландер', 'Дэвид Батлер', 'Бен Ллойд-Хьюз', 'Миранда Рэйсон', 'Камилла Разерфорд', 'Андре Джейкобс', 'Терри Нортон']",/film/980347/,
Костолом,10.0,7.254,48564.0,США,2001.0,"(2500000, '£')","['Винни Джонс', 'Джейсон Стэйтем', 'Джейсон Флеминг', 'Дэвид Келли', 'Дэвид Хеммингс', 'Ральф Браун', 'Вэс Блэквуд', 'Робби Ги', 'Джофф Белл', 'Джон Форджэм']",/film/749/,
Охотник на оленей,10.0,7.864,48504.0,Великобритания,1978.0,"(15000000, '$')","['Роберт Де Ниро', 'Джон Казале', 'Джон Сэвэдж', 'Кристофер Уокен', 'Мэрил Стрип', 'Джордж Дзундза', 'Чак Эспегрен', 'Ширли Столер', 'Рутаня Олда', 'Пьер Сегаи']",/film/428/,
Королевский роман,10.0,7.573,50005.0,Германия,2012.0,,"['Алисия Викандер', 'Мадс Миккельсен', 'Миккель Боэ Фёльсгор', 'Трине Дюрхольм', 'Давид Денсик', 'Томас В. Габриэльссон', 'Сирон Бьёрн Мелвиль', 'Бент Мейдинг', 'Харриет Уолтер', 'Лаура Бро']",/film/461124/,
Доктор,10.0,8.263,51454.0,Россия,2022.0,,,/film/5002368/,
Жизнь в розовом цвете,10.0,7.896,49967.0,Чехия,2007.0,"(25000000, '$')","['Марион Котийяр', 'Сильви Тестю', 'Паскаль Греггори', 'Эмманюэль Сенье', 'Жан-Поль Рув', 'Жерар Депардье', 'Клотильда Куро', 'Жан-Пьер Мартен', 'Катрин Аллегре', 'Марк Барбе']",/film/197134/,
Семь самураев,10.0,8.159,47700.0,Япония,1954.0,"(500000, '$')","['Тосиро Мифунэ', 'Такаси Симура', 'Кэйко Цусима', 'Юкико Симадзаки', 'Каматари Фудзивара', 'Даисукэ Като', 'Исао Кимура', 'Минору Тиаки', 'Сэидзи Миягути', 'Ёсио Косуги']",/film/332/,
Лакричная пицца,10.0,7.052,49850.0,Канада,2021.0,"(40000000, '$')","['Купер Хоффман', 'Алана Хаим', 'Шон Пенн', 'Том Уэйтс', 'Брэдли Купер', 'Бенни Сэфди', 'Скайлер Гизондо', 'Мэри Элизабет Эллис', 'Джон Майкл Хиггинс', 'Кристин Эберсоул']",/film/1320623/,
Спасти мистера Бэнкса,10.0,7.659,50416.0,США,2013.0,"(35000000, '$')","['Эмма Томпсон', 'Том Хэнкс', 'Колин Фаррелл', 'Энни Роуз Бакли', 'Пол Джаматти', 'Джейсон Шварцман', 'Б.Дж. Новак', 'Рут Уилсон', 'Брэдли Уитфорд', 'Рэйчел Гриффитс']",/film/656294/,
Давайте потанцуем,10.0,7.198,48666.0,США,2004.0,"(50000000, '$')","['Ричард Гир', 'Дженнифер Лопес', 'Сьюзен Сарандон', 'Лиза Энн Уолтер', 'Стэнли Туччи', 'Анита Джиллет', 'Бобби Каннавале', 'Омар Бенсон Миллер', 'Ричард Дженкинс', 'Ник Кэннон']",/film/22361/,
Начни сначала,10.0,6.262,46636.0,США,2018.0,"(16000000, '$')","['Дженнифер Лопес', 'Ванесса Энн Хадженс', 'Леа Ремини', 'Трит Уильямс', 'Майло Вентимилья', 'Аннали Эшфорд', 'Шарлин Йи', 'Алан Айсинберг', 'Фредди Строма', 'Дэйв Фоли']",/film/652758/,
Улыбка Моны Лизы,10.0,7.679,46546.0,США,2003.0,"(65000000, '$')","['Джулия Робертс', 'Кирстен Данст', 'Джулия Стайлз', 'Мэгги Джилленхол', 'Джиннифер Гудвин', 'Доминик Уэст', 'Джульет Стивенсон', 'Марша Гей Харден', 'Джон Слэттери', 'Мэриэн Селдес']",/film/2043/,
Хотел бы я быть здесь,10.0,7.136,47574.0,США,2014.0,"(6000000, '$')","['Зак Брафф', 'Кейт Хадсон', 'Джои Кинг', 'Пирс Гэнон', 'Мэнди Пэтинкин', 'Джош Гад', 'Эшли Грин', 'Джим Парсонс', 'Дональд Фэйсон', 'Александр Чаплин']",/film/760376/,
Эйфель,10.0,7.075,47497.0,Германия,2021.0,,"['Ромен Дюрис', 'Эмма Маки', 'Пьер Деладоншам', 'Арман Буланжер', 'Бруно Раффаэлли', 'Александр Стайгер', 'Андраник Мане', 'Филипп Эриссон', 'Стефан Буше', 'Жереми Лопез']",/film/1294875/,
Великая красота,10.0,7.696,49717.0,Франция,2013.0,"(9200000, '€')","['Тони Сервилло', 'Карло Вердоне', 'Сабрина Ферилли', 'Карло Буччироссо', 'Яя Форте', 'Памела Виллорези', 'Галатеа Ранци', 'Франко Грациози', 'Джорджо Пазотти', 'Массимо Пополицио']",/film/677566/,
Большой,10.0,6.926,49275.0,Россия,2016.0,"(372000000, '₽')",['Николя Ле Риш'],/film/841472/,
Да здравствует Цезарь!,10.0,6.597,49493.0,Япония,2016.0,"(22000000, '$')","['Джош Бролин', 'Джордж Клуни', 'Олден Эренрайк', 'Рэйф Файнс', 'Скарлетт Йоханссон', 'Тильда Суинтон', 'Ченнинг Татум', 'Фрэнсис Макдорманд', 'Джона Хилл', 'Вероника Осорио']",/film/841335/,
Благословите женщину,10.0,7.838,47207.0,Россия,2003.0,,,/film/41239/,
"Я, Эрл и умирающая девушка",10.0,7.653,47790.0,США,2015.0,"(8000000, '$')","['Томас Манн', 'АрДжей Сайлер', 'Оливия Кук', 'Ник Офферман', 'Конни Бриттон', 'Молли Шеннон', 'Джон Бернтал', 'Мэтт Беннетт', 'Кэтрин Хьюз', 'Масам Холден']",/film/746001/,
Темные времена,10.0,7.433,47780.0,Китай,2017.0,"(30000000, '$')","['Гари Олдман', 'Кристин Скотт Томас', 'Бен Мендельсон', 'Лили Джеймс', 'Рональд Пикап', 'Стивен Диллэйн', 'Николас Джонс', 'Сэмюэл Уэст', 'Дэвид Скофилд', 'Ричард Ламсден']",/film/972777/,
Любовное настроение,10.0,7.887,47294.0,Гонконг,2000.0,,"['Мэгги Чун', 'Тони Люн Чу Вай', 'Пинг Лам Сиу', 'Джо Чун', 'Ребекка Пань', 'Келли Лай Чэнь', 'Чань Мань-Лэй', 'Ку Кам-Ва', 'Чэнь Чжигун', 'Полин Сунь']",/film/656/,
Поддубный,10.0,7.206,48048.0,Россия,2012.0,"(12000000, '$')","['Терри Бёрд', 'Дени Лаван']",/film/653695/,
Ледокол,10.0,6.623,47664.0,Россия,2016.0,"(10000000, '$')",,/film/893880/,
Патерсон,10.0,7.256,47769.0,США,2016.0,,"['Адам Драйвер', 'Голшифте Фарахани', 'Нелли', 'Ризван Манжи', 'Доминик Лириано', 'Джейден Майкл', 'Бэрри Шебака Хенли', 'Тревор Пархэм', 'Трой Пархэм', 'Брайан МакКарти']",/film/954059/,
Адамовы яблоки,10.0,7.652,47016.0,Германия,2005.0,,"['Ульрих Томсен', 'Мадс Миккельсен', 'Николас Бро', 'Паприка Стеэн', 'Али Казим', 'Оле Теструп', 'Николай Ли Каас', 'Гирд Лофквист', 'Ларс Ранте', 'Петер Райхгардт']",/film/81691/,
Билли Эллиот,10.0,7.917,48029.0,Франция,2000.0,"(5000000, '$')","['Джейми Белл', 'Джули Уолтерс', 'Гари Льюис', 'Джин Хейвуд', 'Джэми Дрэйвен', 'Стюарт Уэллс', 'Майк Эллиот', 'Билли Фейн', 'Никола Блэкуэлл', 'Кэрол МакГиган']",/film/610/,
Утомленные солнцем 2: Предстояние,10.0,3.796,49555.0,Россия,2010.0,"(33000000, '€')",,/film/103299/,
